date,close,high,low,open,volume,sma5,sma10,sma15,sma20,ema5,ema10,ema15,ema20,upperband,middleband,lowerband,HT_TRENDLINE,KAMA10,KAMA20,KAMA30,SAR,TRIMA5,TRIMA10,TRIMA20,ADX5,ADX10,ADX20,APO,CCI5,CCI10,CCI15,macd510,macd520,macd1020,macd1520,macd1226,MFI,MOM10,MOM15,MOM20,ROC5,ROC10,ROC20,PPO,RSI14,RSI8,slowk,slowd,fastk,fastd,fastksr,fastdsr,ULTOSC,WILLR,ATR,Trange,TYPPRICE,HT_DCPERIOD,BETA
2015-04-06 00:00:00+05:30,8659.9,8667.54,8573.75,8615.79,0,8514.158000000005,8510.847999999996,8562.214666666663,8615.7785,8559.101361686493,8553.115270324544,8576.80477390172,8598.71753031364,8728.243234015803,8514.158000000005,8300.072765984207,8671.763105270093,8539.3867365634,8671.641294872486,8725.25661839538,8065.45,8514.58666666671,8470.564000000004,8596.834636363634,30.222729092299573,19.42384507658656,15.407546240507338,-141.99826923077308,118.08572181067782,109.9348653128591,48.87158091847596,5.98609136178311,-39.6161684907911,-45.60379603799993,-22.028947832832273,-53.69639449738679,0.0,25.25,-116.10000000000036,-262.75,3.8089701096240214,0.2924264446155789,-2.9447529601631772,-1.6363487844599665,52.47276144157659,59.09682798192848,88.58988538882373,72.32096593586976,98.08228118175627,88.58988538882373,100.0,99.81549149592593,50.6154576416037,-24.718235237453197,119.07427564306427,93.79000000000087,8633.730000000001,18.268437555603644,0.9365039804905124
2015-04-07 00:00:00+05:30,8660.29,8693.6,8586.85,8684.45,0,8577.936000000005,8519.786999999997,8563.050666666664,8601.9055,8592.830907790996,8572.601584810991,8587.240427164004,8604.581575045673,8728.831136355035,8577.936000000005,8427.040863644976,8670.904840533596,8542.567942326916,8671.195639231855,8724.294792435852,8065.45,8579.220000000043,8482.297000000004,8578.568999999998,30.69875107069702,18.269517280395842,14.875184171350275,-143.22628205128422,90.00308950525907,108.71973350456048,65.35141844622457,20.229322979894278,-11.750667163774779,-31.98124700196786,-17.442815374966813,-41.871175347612734,0.0,89.39000000000124,12.540000000000873,-277.4599999999991,3.8229793559834135,1.0429476484383304,-3.1043607171827303,-1.65067243220346,52.495202052757385,59.131765443545135,94.09638573811083,86.44127878412189,89.35272494805834,94.09638573811083,100.0,100.0,53.11791660040337,-24.643097967440436,118.19397023998826,106.75,8646.913333333334,18.80585822147926,1.576810134511843
2015-04-08 00:00:00+05:30,8714.4,8730.5,8679.79,8698.95,0,8622.358000000004,8536.136999999997,8568.46733333333,8599.7905,8633.35393852733,8598.383114845356,8603.135373768504,8615.04047266037,8776.973117707472,8622.358000000004,8467.742882292536,8670.984745027868,8551.879442842624,8671.52408325662,8724.234481128391,8065.45,8630.89777777782,8509.08366666667,8565.124727272725,33.006096006227985,17.861054512560003,14.52926136139025,-131.57275641025808,101.13057822841624,130.1014879194777,105.09592732241109,34.97082368190058,18.313465927561992,-16.658386079156116,-11.994057948502814,-27.812770881579127,0.0,163.5,81.25,-42.30000000000109,2.6154311734526203,1.9120794302354138,-0.48305868649149986,-1.5172420512212963,55.62575252995098,64.00662199714235,93.86968692355613,92.18531935016354,94.17405464085387,93.86968692355613,100.0,100.0,61.17968672119309,-14.218283402369895,114.76654379427475,70.20999999999913,8708.230000000001,18.9738907827832,1.37371792061554
2015-04-09 00:00:00+05:30,8778.29,8785.5,8682.45,8756.2,0,8679.816000000004,8559.670999999997,8572.133999999996,8603.105,8681.66595901822,8631.093457600746,8625.02970204744,8630.588046692716,8807.675450709346,8679.816000000004,8551.956549290662,8669.466261410256,8570.345323342328,8672.580083717734,8724.49756424151,8065.45,8677.106666666707,8547.400333333337,8555.690818181816,37.28142760459381,18.36704714064085,14.430849900548193,-109.5379487179489,107.22028584948926,123.74915619341418,128.35090709937782,50.57250141742588,51.07791236590674,0.5045696010056417,-5.6361838198317855,-11.384758597574546,0.0,235.34000000000015,55.0,66.29000000000087,3.3834648451301463,2.754786110184426,0.7609044995408709,-1.263838459861257,59.05664203552454,68.9969360804696,93.75964100092871,93.9085712208652,97.75214341387401,93.75964100092871,100.0,100.0,66.68552617595732,-1.9092572969848443,113.92964780896935,103.04999999999927,8748.746666666668,19.14195106034075,0.8261227151540302
2015-04-10 00:00:00+05:30,8780.29,8787.4,8733.6,8774.35,0,8718.634000000004,8584.620999999996,8578.426666666664,8607.124500000002,8714.540639345481,8658.220101673338,8644.43723929151,8644.845375579123,8825.337074068839,8718.634000000004,8611.930925931169,8665.625286153845,8589.577126384735,8673.8192871508,8724.761266784762,8065.45,8717.83888888893,8593.918333333335,8550.061909090908,40.78379452990905,18.85244209547495,14.345297267182332,-83.6351923076927,90.93741694846739,101.52163375413559,131.49274793102848,56.32053767211073,69.69526379329182,13.374037752102595,-0.47624556535083684,1.7754761958494782,0.0,249.5,94.39000000000124,80.39000000000124,2.2604877594279316,2.9246998226424514,0.9240336095817314,-0.9657311478100771,59.16308340766403,69.14995675240148,96.19944178858368,94.60958990435614,96.67212731102327,96.19944178858368,100.0,100.0,66.66217332494242,-1.3719247467436109,109.6346729654715,53.79999999999927,8767.096666666666,19.745830294733533,0.5063938962021979
2015-04-13 00:00:00+05:30,8834.0,8841.65,8762.1,8801.75,0,8753.454000000003,8633.805999999997,8591.716666666665,8610.024500000001,8754.360426230322,8690.180083187277,8668.132584380071,8662.860101714445,8873.551965743705,8753.454000000003,8633.356034256301,8660.312846153844,8696.601059867835,8675.294840691955,8726.182290089768,8065.45,8757.615555555596,8644.39266666667,8550.441727272724,45.78364927586249,20.13319016314538,14.489852404291199,-53.140641025640434,106.90218136660839,105.8440613076522,142.16157426143224,64.18034304302273,91.5003245338321,27.3194182838306,5.212887047606273,16.350526518950574,0.0,491.85000000000036,199.35000000000036,58.0,2.010415824663103,5.895962072127703,0.6608933454876897,-0.6140546466962433,62.01874143157431,73.20841433163051,97.14063864560943,95.69990714504058,96.99764521193106,97.14063864560943,100.0,100.0,71.86309453011687,-1.3362445414846527,107.48576775365204,79.54999999999927,8812.583333333334,20.316948896104133,-0.5164664729503116
2015-04-15 00:00:00+05:30,8750.2,8844.79,8722.4,8844.75,0,8771.436000000005,8674.685999999998,8603.669999999998,8615.147,8752.973617486881,8701.092795335046,8678.391011332562,8671.17818726545,8850.144056612142,8771.436000000005,8692.727943387868,8653.955038461538,8709.453159328516,8676.417201366497,8726.408422024186,8065.45,8781.116666666709,8687.272333333336,8558.481999999998,43.75164823903748,20.205745798007168,14.402471068597867,-28.223782051281887,26.596471580325687,73.6252548044963,96.98202844288382,51.88082215182112,81.79543023340193,29.9141472785941,7.16067790134548,20.898494418599512,0.0,408.8000000000011,179.3000000000011,102.45000000000073,1.0381869429314738,4.900855971419671,1.1847012228614506,-0.3263836726725436,55.497903831280105,59.29836251727011,78.78083326522714,90.70697123314007,42.67272727272719,78.78083326522714,0.0,66.66666666666667,64.08121565011787,-16.432145090681665,108.5503557712484,122.39000000000124,8772.463333333335,20.65738354984278,0.3648264385797219
2015-04-16 00:00:00+05:30,8706.7,8760.0,8645.65,8757.04,0,8769.896000000004,8696.126999999997,8614.056666666665,8618.824500000002,8737.549078324588,8702.11228709231,8681.929634915992,8674.561217049693,8853.176173484762,8769.896000000004,8686.615826515246,8646.483846153846,8709.138095029042,8676.750942398001,8726.063626187415,8065.45,8783.10777777782,8719.26566666667,8571.256454545452,36.15977326327168,18.460326245918743,13.911529004856874,11.041923076922103,-137.12567536729375,16.162388989556195,51.54086953995346,35.43679123226866,62.98786128287429,27.550693031796982,7.32278997125286,20.75347218136085,0.0,214.40999999999985,155.8000000000011,73.55000000000109,-0.08835949692461709,2.5247606947007117,0.8519485935029714,0.12782166355693225,52.41697067776801,53.291311242436535,56.77573227644688,77.56573472909447,30.65682434468249,56.77573227644688,0.0,33.333333333333336,61.219334809107536,-23.988951427975792,108.96461607330211,114.35000000000036,8704.116666666667,20.70536954767907,0.6494507304110362
2015-04-17 00:00:00+05:30,8606.0,8699.85,8596.7,8698.04,0,8735.438000000006,8707.626999999997,8618.259999999998,8612.960000000003,8693.699385549726,8684.6373258028,8672.438430551494,8668.031577330676,8889.123796037116,8735.438000000006,8581.752203962895,8638.280716923076,8705.577986690192,8675.584008013353,8722.035947048533,8065.45,8746.47666666671,8738.112333333336,8586.356909090906,33.77522641210547,17.325352526868105,13.229047207529257,38.88807692307819,-125.60117850327329,-65.29686069634434,11.251163860487162,9.062059746918749,25.667808224368855,16.605440008725054,4.366928812652986,12.370295531885859,0.0,115.0,63.04999999999927,-117.29000000000087,-1.9626829371096277,1.354375220822046,-1.344561512915432,0.4504719041712938,46.04449345144816,42.02752062561762,25.69273040800122,53.7497653165584,3.7486396065940855,25.69273040800122,0.0,0.0,54.90859612732073,-41.48252379959703,109.03857206806624,110.0,8634.183333333334,20.43335131337809,0.7820287138833253
2015-04-20 00:00:00+05:30,8448.1,8619.95,8422.75,8618.79,0,8669.000000000004,8693.817,8612.747333333333,8601.070000000003,8611.832923699818,8641.630539293199,8644.396126732558,8647.085712822993,8934.338334960754,8669.000000000004,8403.661665039253,8626.513056923077,8695.712869945979,8668.102410113786,8706.471653372106,8065.45,8679.400000000043,8736.30966666667,8602.313636363633,38.915880927256374,18.856703300699795,13.317308991925376,45.355576923077024,-131.59377728018993,-181.9702445421228,-61.343199469584846,-29.79761559338658,-35.2527891196296,-5.455425908938196,-2.72451994758012,-6.934703786444516,0.0,-138.10000000000036,-82.69000000000051,-237.79999999999927,-3.7833602306985403,-1.608394866180618,-2.737770409514262,0.5260086216267571,38.20191531713646,30.481947820643217,13.470667871921108,31.979710185456387,6.006539664486852,13.470667871921108,0.0,0.0,47.36322563565435,-68.91286220554507,115.33581692034728,197.20000000000073,8496.933333333334,20.04027097956496,1.0082366352969023
